SampleNum,p.val,effect,n
1,0.12418380125446826,0.06189180104968561,16
2,0.028525536231477522,0.07294078656586171,16
3,0.13871038964390708,0.060557158496871,16
4,0.08074550269213585,0.05765205554021328,16
5,0.7995316979677325,0.010387635505062194,16
6,0.1452749000560504,0.04789541578787235,16
7,0.7367421677787426,0.011731179762387814,16
8,0.02326325258517938,0.07365994639784575,16
9,0.6862232671237549,0.014831110439701908,16
10,0.16328823047678437,0.05537954610398506,16
11,0.22977020522850528,0.048067416865926034,16
12,0.7963451450317106,0.009535991361849959,16
13,0.17382702064096592,0.05132841904314602,16
14,0.22297178420454944,0.03959609926957782,16
15,0.1650587409767648,0.044099151635559504,16
16,0.028217148315225128,0.07831401822221282,16
17,0.23646312524381177,0.051103676847936264,16
18,0.7437975328572983,-0.010804954289049443,16
19,0.21448062039239432,0.04449611952828675,16
20,0.35901546278786867,0.033171900330223617,16
21,0.7485025670789112,-0.011146807457597985,16
22,0.04649745109377986,0.058869813995743606,16
23,0.48144009883741934,0.027498115294557306,16
24,0.31369189748194054,0.03818251807743337,16
25,0.10664655071698946,0.05692319713593369,16
26,0.6428844655097858,0.01721815346544703,16
27,0.6922256710313622,-0.01445991091897224,16
28,0.31406059077463633,0.03911483497095965,16
29,0.18367514309227922,0.05048672515584946,16
30,0.8522648095287367,0.006857512783448129,16
31,0.8322073717949734,-0.007417783304560921,16
32,0.9400324122868053,0.0028254505112345943,16
33,0.06047125335418041,0.06416585083252917,16
34,0.14247141970779045,0.06155268134388201,16
35,0.2801186009448786,0.03781928869713349,16
36,0.3385955964494052,0.037760582749706215,16
37,0.4856564021696389,-0.02359677300043802,16
38,0.383564505048291,0.03173591562406189,16
39,0.26784770284668796,0.043924777499970875,16
40,0.09384987308432317,0.059331956761149954,16
41,0.8257329483264391,-0.008657744313768085,16
42,0.0797142107455855,0.06204055971063209,16
43,0.7449541589141255,0.010007001049863476,16
44,0.07113791453559276,0.06608814546736243,16
45,0.21628136127656222,0.053739020024952205,16
46,0.8196176679966476,0.008142803360917486,16
47,0.7538889568172481,-0.011323719850388214,16
48,0.043839597620029445,0.07176958112770224,16
49,0.4990909045093507,0.0229819605283994,16
50,0.6195915191286802,0.018468040327097625,16
51,0.9532270242906757,-0.0021423221862178926,16
52,0.0945100988341319,0.06034710189993086,16
53,0.8420113901263545,0.008402058974196516,16
54,0.9483796646408742,0.0024304485291599446,16
55,0.7995769941649176,-0.008134815552643854,16
56,0.35943597186809884,0.028498779152270285,16
57,0.3019550082030616,0.03295230853151171,16
58,0.9922343080736515,-3.452609840845965e-4,16
59,0.8461099827437908,0.007403307901620648,16
60,0.4565541179822453,-0.02250050214033578,16
61,0.6161235400098328,0.017501504554241567,16
62,0.9240650781610256,-0.003403971736693309,16
63,0.9822388568888116,7.758342696629944e-4,16
64,0.5418495481263205,0.02132274130234261,16
65,0.5775538204181034,0.020035999984793017,16
66,0.7427868082455144,-0.01224310548013791,16
67,0.7419914380779744,-0.012273710220011428,16
68,0.7480818991461757,0.01135342142257609,16
69,0.7415674761348129,0.013575427991914841,16
70,0.5815155568331101,0.019825969131954186,16
71,0.5339498674662,0.021305841559304976,16
72,0.8793166567489359,-0.0054264186711432535,16
73,0.09579133923512889,0.053304501733974885,16
74,0.44524612830568455,0.03003334451904912,16
75,0.7317837308985119,-0.013060754278205133,16
76,0.16149363578128634,0.04859256441624087,16
77,0.7995406081013012,0.00917213862720687,16
78,0.03162853077615417,0.06706361330596003,16
79,0.08482422375382505,0.05316602968995723,16
80,0.46328977406471805,0.026215535206235374,16
81,0.6221196142167579,-0.0185816376983882,16
82,0.6473267562043067,-0.016165652389145628,16
83,0.09711868978227771,0.05519465453737766,16
84,0.015106575965102701,0.07657647614709763,16
85,0.19826730900082049,0.04147826552594169,16
86,0.01973048996530452,0.08473618609545534,16
87,0.7616528027970872,-0.012500509517308231,16
88,0.23459394976094658,0.04113976732165001,16
89,0.25394160536778043,0.04004915092226136,16
90,0.6134678584658508,-0.02120588581646434,16
91,0.14578542045471865,0.04812796272339158,16
92,0.1335564033474123,0.05166790400139415,16
93,0.759963214322828,0.01123118952243504,16
94,0.299611265828877,0.03544077910715984,16
95,0.8025015412197365,0.00938521828265442,16
96,0.19884184508843836,0.044229926702658184,16
97,0.06000508931634658,0.06794764711281993,16
98,0.6779069430399192,0.01588324132048363,16
99,0.5795835450952815,0.01879732088037811,16
100,0.9878471427497713,4.5841862007200463e-4,16
101,0.07913762455485729,0.05554910243164436,16
102,0.1344902716707204,0.04952031140349989,16
103,0.5886634953949856,0.020091477160042302,16
104,0.6120642411415711,0.016965604098437045,16
105,0.0679877746414621,0.05754074269099244,16
106,0.9620827663968334,0.001613734082736932,16
107,0.37371880039455097,0.03449713147158597,16
108,0.13988746657001555,0.04743780667384821,16
109,0.28709559089398456,0.04258518558673117,16
110,0.834113945280413,0.007321439192275638,16
111,0.5750914921023417,0.021630293666380737,16
112,0.6792850919458122,-0.014935886036173079,16
113,0.22418130618794457,0.03949215320187615,16
114,0.20274167060725568,0.05859158182043887,16
115,0.8671632916803261,-0.005986908667423431,16
116,0.6710702695050517,0.014861721969251358,16
117,0.8900049116453805,-0.0050246767181983025,16
118,0.8082888414661791,0.009554206108694355,16
119,0.10588546949993424,0.06216925764727253,16
120,0.2915243654795567,0.034781082114586206,16
121,0.21666508838396975,0.045406295704329455,16
122,0.6424257648204788,0.016896827259031376,16
123,0.8006891255819855,0.008531774303522718,16
124,0.36882821733207105,0.030720898412698917,16
125,0.695530873692654,0.013102825375982311,16
126,0.014095578963961356,0.07765655048760513,16
127,0.7680499707271904,0.01198567687151911,16
128,0.5640332680353457,0.0217302506262305,16
129,0.7544915549311272,0.012012752141617527,16
130,0.37232428935348094,0.03237719753612333,16
131,0.06439349848487533,0.073546712715123,16
132,0.24224145626189927,0.03657537150304097,16
133,0.08502704608380765,0.059367806350826634,16
134,0.33168367998903503,0.032533653981711284,16
135,0.8546927438644932,0.006251284186844896,16
136,0.9149370269891315,0.0037599684517790103,16
137,0.3708745521198459,0.02930473325662395,16
138,0.27166949752328573,0.04364354682594377,16
139,0.8380813022004904,0.008192668169190585,16
140,0.4025145127636869,-0.03316521773568566,16
141,0.18189441699462988,0.054973707588253734,16
142,0.573404042763885,-0.02045564672380449,16
143,0.11869373640722251,0.058222472620612545,16
144,0.2682755118903226,0.04325804821123124,16
145,0.5755509986033459,0.01848447448491657,16
146,0.8500442654529324,0.0075728674278295605,16
147,0.9816273545844822,8.544414867038834e-4,16
148,0.3948669128700497,0.033043281861292455,16
149,0.8536216319119739,0.006966374167424602,16
150,0.904446608361182,-0.003735878518950204,16
151,0.1150950113424863,0.05290169250281791,16
152,0.01343243732703023,0.07663282821025555,16
153,0.14668735254134208,0.04779328019521897,16
154,0.18975965483409607,0.04096811563444163,16
155,0.3181361693131213,0.0372249198938308,16
156,0.8313671321087874,-0.008122360813624701,16
157,0.2366694255312235,0.04242935520969964,16
158,0.724084959780972,0.01270198139126431,16
159,0.5214943988545395,0.02529711137404499,16
160,0.6745464554325366,0.01730358188678417,16
161,0.8270559604459089,0.00819868053795453,16
162,0.4572573243072684,0.027072078026927446,16
163,0.32257917245063894,0.04117417774433713,16
164,0.1314088766395165,0.050059487524067296,16
165,0.6393584103953949,0.015365454595400316,16
166,0.7760146817103393,0.011025956544579555,16
167,0.412973860376452,0.03319298197947936,16
168,0.14126254691749296,0.05132205692447896,16
169,0.49387320738123974,0.022990891818305683,16
170,0.8758385967947485,-0.005779404455381292,16
171,0.8138920335163173,0.009095640369478743,16
172,0.7546821576819307,0.011419094309549514,16
173,0.3264219437046365,0.038213726673575636,16
174,0.9411741672695733,-0.002646360489546521,16
175,0.7143057834032962,0.012431519654778563,16
176,0.7524198628809072,0.01112094978820899,16
177,0.8504010998136966,0.0066408950078072106,16
178,0.07209463200005298,0.06393801349899754,16
179,0.21752795669096314,0.04100752675625098,16
180,0.014992180629203478,0.06882976966829679,16
181,0.870698497341978,0.006177394464662441,16
182,0.41487001815700497,-0.031745892508488964,16
183,0.3572584121012924,0.03482632588765484,16
184,0.48259857511977244,0.02568948686273437,16
185,0.054676142372048306,0.06978003054505372,16
186,0.32295310873277316,0.03426605051466336,16
187,0.622478855823675,0.018015596851957433,16
188,0.3487983750333473,0.033760113976115926,16
189,0.9520138974846138,0.00210701246584185,16
190,0.7779051212912131,0.011306028497640558,16
191,0.00587819122222799,0.07935671220231429,16
192,0.24623966582873513,0.04427831190958944,16
193,0.8348927677511913,0.007797213174453558,16
194,0.7615302424050375,0.010943656484383772,16
195,0.12520433510205561,0.05328454228314905,16
196,0.835102773459372,-0.008025511516521647,16
197,0.9778539665514013,-0.0010248557486088967,16
198,0.14730687191433448,0.04453931662707677,16
199,0.08693283977018973,-0.05389533060241116,16
200,0.7167831364684107,-0.012451014837937162,16
201,0.6462268886907785,-0.015182120793611512,16
