SubjectID,ItemID,logTrial,Duration,Condition,logRT
24,33c,3.9889840465642745,720.4006047,DS,4.3807257889408335
24,29c,4.143134726391533,790.8341923,DS,5.988016108070849
24,12c,4.204692619390966,691.3405362,SS,5.683066029956051
24,9c,4.248495242049359,693.041421,SS,5.750828261140283
24,30c,4.30406509320417,518.085088,DS,5.6402780852866705
24,22c,4.343805421853684,589.8841073,DS,5.749851479510111
24,1c,4.3694478524670215,773.1769584,SS,5.660565252756647
24,10c,4.418840607796598,725.9501134,SS,5.672178282029203
24,40c,4.5217885770490405,753.5880192,DS,5.690876212673355
24,5c,4.553876891600541,791.3650794,SS,5.86935340871301
24,37c,4.574710978503383,546.5464853,DS,6.313055171210944
24,18c,4.605170185988092,783.9523412,SS,5.549531234217338
24,3c,4.634728988229636,800.6928247,SS,4.6100383173849515
24,21c,4.663439094112067,797.3815193,DS,5.9983408510474145
24,15c,4.709530201312334,811.3429398,SS,5.247471340542122
24,16c,4.727387818712341,563.672954,SS,5.719823132650233
24,19c,4.770684624465665,715.034244,SS,5.644860153104159
24,4c,4.787491742782046,559.4009826,SS,6.082880791741261
24,13c,4.890349128221754,674.4879819,SS,5.819682256621552
24,25c,4.90527477843843,674.0343915,DS,5.5820253025703455
24,27c,4.9344739331306915,696.4517625,DS,5.362737130634268
24,28c,4.969813299576001,704.6816675,DS,4.553561052254861
24,2c,5.003946305945459,767.5021804,SS,4.919637801274197
24,6c,5.0369526024136295,623.0544218,SS,5.454217942984191
24,35c,5.075173815233827,822.5383743,DS,5.234493256824516
24,20c,5.087596335232384,753.5056022,SS,5.88964774507352
24,7c,5.10594547390058,605.4391534,SS,5.894314676109063
28,8c,1.6094379124341003,870.266876,SS,5.511168128376815
28,14c,2.302585092994046,787.1098294,SS,6.010521798641439
28,17c,2.772588722239781,604.570207,SS,5.873716510839113
28,39c,2.9444389791664403,660.7690465,DS,5.766106044599469
28,24c,3.1780538303479458,903.5293517,DS,5.111053617214763
28,34c,3.258096538021482,959.4527589,DS,4.883021595426222
28,31c,3.367295829986474,668.1356374,DS,5.500204594461699
28,23c,3.4657359027997265,784.1269841,DS,5.22188438596339
28,11c,3.5553480614894135,720.112523,SS,5.768092844769306
28,32c,3.713572066704308,854.8700506,DS,5.205302550379849
28,36c,3.8066624897703196,724.3123373,DS,5.85875567326498
28,26c,3.8501476017100584,807.2335601,DS,5.195592264025224
28,33c,3.9889840465642745,720.4006047,DS,5.37201847022772
28,29c,4.143134726391533,790.8341923,DS,5.125635201181488
28,12c,4.204692619390966,691.3405362,SS,5.815338756851039
28,9c,4.248495242049359,693.041421,SS,5.574243103301216
28,30c,4.30406509320417,518.085088,DS,5.865501584383402
28,22c,4.343805421853684,589.8841073,DS,5.774799961891481
28,1c,4.3694478524670215,773.1769584,SS,5.598162666125624
28,10c,4.418840607796598,725.9501134,SS,5.554024908735509
28,40c,4.5217885770490405,753.5880192,DS,5.699988620416947
28,5c,4.553876891600541,791.3650794,SS,5.192150970700426
28,37c,4.574710978503383,546.5464853,DS,6.001333191456582
28,18c,4.605170185988092,783.9523412,SS,5.223162692947276
28,3c,4.634728988229636,800.6928247,SS,5.465787518489361
28,21c,4.663439094112067,797.3815193,DS,5.484240762258594
28,15c,4.709530201312334,811.3429398,SS,5.897678455291299
28,16c,4.727387818712341,563.672954,SS,5.4477971547253965
28,19c,4.770684624465665,715.034244,SS,5.38176657320231
28,4c,4.787491742782046,559.4009826,SS,5.787277677143261
28,13c,4.890349128221754,674.4879819,SS,5.032644635134511
28,25c,4.90527477843843,674.0343915,DS,4.759349436835766
28,27c,4.9344739331306915,696.4517625,DS,5.408332532493871
28,28c,4.969813299576001,704.6816675,DS,5.378218525742521
28,2c,5.003946305945459,767.5021804,SS,5.3547591347699575
28,6c,5.0369526024136295,623.0544218,SS,5.343548825076962
28,35c,5.075173815233827,822.5383743,DS,5.475358338898066
28,20c,5.087596335232384,753.5056022,SS,5.750831441280941
28,7c,5.10594547390058,605.4391534,SS,5.490927480818469
32,8c,1.6094379124341003,870.266876,SS,6.130169409231496
32,14c,2.302585092994046,787.1098294,SS,6.020746612032161
32,17c,2.772588722239781,604.570207,SS,6.825991925179048
32,39c,2.9444389791664403,660.7690465,DS,5.694018293142836
32,24c,3.1780538303479458,903.5293517,DS,6.606970405192911
32,34c,3.258096538021482,959.4527589,DS,6.89336828065896
32,31c,3.367295829986474,668.1356374,DS,5.1139437056279515
32,23c,3.4657359027997265,784.1269841,DS,6.103254102132848
32,11c,3.5553480614894135,720.112523,SS,6.088092040691574
32,32c,3.713572066704308,854.8700506,DS,6.518464163808771
32,36c,3.8066624897703196,724.3123373,DS,6.646355449297875
32,26c,3.8501476017100584,807.2335601,DS,7.062176208003078
32,33c,3.9889840465642745,720.4006047,DS,6.079386134730203
32,29c,4.143134726391533,790.8341923,DS,5.690210794626107
32,12c,4.204692619390966,691.3405362,SS,7.173500743820523
32,9c,4.248495242049359,693.041421,SS,6.746496731339935
32,30c,4.30406509320417,518.085088,DS,6.648006092216411
32,22c,4.343805421853684,589.8841073,DS,7.571893231257103
32,1c,4.3694478524670215,773.1769584,SS,6.999203465426565
32,10c,4.418840607796598,725.9501134,SS,6.569909098932774
32,40c,4.5217885770490405,753.5880192,DS,4.867319042641601
32,5c,4.553876891600541,791.3650794,SS,6.356668267415464
32,37c,4.574710978503383,546.5464853,DS,7.825972553879958
32,18c,4.605170185988092,783.9523412,SS,6.51029554221211
32,3c,4.634728988229636,800.6928247,SS,6.067640557966236
32,21c,4.663439094112067,797.3815193,DS,6.070030780714547
32,15c,4.709530201312334,811.3429398,SS,8.487631313169961
32,16c,4.727387818712341,563.672954,SS,6.715385810574167
32,19c,4.770684624465665,715.034244,SS,5.723826902781563
32,4c,4.787491742782046,559.4009826,SS,6.165043834715008
32,13c,4.890349128221754,674.4879819,SS,6.606575859111701
32,25c,4.90527477843843,674.0343915,DS,6.930681454291625
32,27c,4.9344739331306915,696.4517625,DS,6.832838826249897
32,28c,4.969813299576001,704.6816675,DS,7.488846803589255
32,2c,5.003946305945459,767.5021804,SS,5.902245279976298
32,6c,5.0369526024136295,623.0544218,SS,6.503804523662767
32,35c,5.075173815233827,822.5383743,DS,6.079248750390428
32,20c,5.087596335232384,753.5056022,SS,7.591967158371946
32,7c,5.10594547390058,605.4391534,SS,6.02687753931507
36,8c,1.6094379124341003,870.266876,SS,6.0381548891456
36,14c,2.302585092994046,787.1098294,SS,6.996204704817037
36,17c,2.772588722239781,604.570207,SS,6.295147913286703
36,39c,2.9444389791664403,660.7690465,DS,5.788880077102537
36,24c,3.1780538303479458,903.5293517,DS,6.027393791624341
36,34c,3.258096538021482,959.4527589,DS,5.267213621496703
36,31c,3.367295829986474,668.1356374,DS,5.938659584409613
36,23c,3.4657359027997265,784.1269841,DS,5.962609722016367
36,11c,3.5553480614894135,720.112523,SS,5.695249505537828
36,32c,3.713572066704308,854.8700506,DS,5.3048559433876195
36,36c,3.8066624897703196,724.3123373,DS,5.196744114589229
36,26c,3.8501476017100584,807.2335601,DS,4.750499212052202
36,33c,3.9889840465642745,720.4006047,DS,6.071411865616732
36,29c,4.143134726391533,790.8341923,DS,5.422418180724706
36,12c,4.204692619390966,691.3405362,SS,5.724068645157239
36,9c,4.248495242049359,693.041421,SS,5.4310765861236705
36,30c,4.30406509320417,518.085088,DS,5.869039817940744
36,22c,4.343805421853684,589.8841073,DS,5.629891914764157
36,1c,4.3694478524670215,773.1769584,SS,5.53819216663394
36,10c,4.418840607796598,725.9501134,SS,5.383655260712734
36,40c,4.5217885770490405,753.5880192,DS,5.303493944916851
36,5c,4.553876891600541,791.3650794,SS,5.9166844260358555
36,37c,4.574710978503383,546.5464853,DS,5.9057623128169805
36,18c,4.605170185988092,783.9523412,SS,5.277665578817165
36,3c,4.634728988229636,800.6928247,SS,4.936637059510891
36,21c,4.663439094112067,797.3815193,DS,5.387303043324618
36,15c,4.709530201312334,811.3429398,SS,5.814769133845534
36,16c,4.727387818712341,563.672954,SS,5.810422171812408
36,19c,4.770684624465665,715.034244,SS,5.238514282177283
36,4c,4.787491742782046,559.4009826,SS,5.341884390026551
36,13c,4.890349128221754,674.4879819,SS,5.232177564043492
36,25c,4.90527477843843,674.0343915,DS,4.199019843160232
36,27c,4.9344739331306915,696.4517625,DS,6.198271377925982
36,28c,4.969813299576001,704.6816675,DS,5.373582526045006
36,2c,5.003946305945459,767.5021804,SS,5.310591727423425
36,6c,5.0369526024136295,623.0544218,SS,5.675485875501087
36,35c,5.075173815233827,822.5383743,DS,4.936199062943238
36,20c,5.087596335232384,753.5056022,SS,5.608852555876821
36,7c,5.10594547390058,605.4391534,SS,5.827556417824743
4,8c,1.6094379124341003,870.266876,SS,5.415046513725661
4,14c,2.302585092994046,787.1098294,SS,5.9331254365198705
4,17c,2.772588722239781,604.570207,SS,5.385641194719711
4,39c,2.9444389791664403,660.7690465,DS,5.865260529298312
4,24c,3.1780538303479458,903.5293517,DS,5.240025958170932
4,34c,3.258096538021482,959.4527589,DS,4.318594168298829
4,31c,3.367295829986474,668.1356374,DS,5.944831429839245
4,23c,3.4657359027997265,784.1269841,DS,6.244854043168019
4,11c,3.5553480614894135,720.112523,SS,6.0070425770713
4,32c,3.713572066704308,854.8700506,DS,5.413924703754786
4,36c,3.8066624897703196,724.3123373,DS,5.2409901149263804
4,26c,3.8501476017100584,807.2335601,DS,5.724075177923964
4,33c,3.9889840465642745,720.4006047,DS,5.208994228587835
4,29c,4.143134726391533,790.8341923,DS,4.923347515274795
4,12c,4.204692619390966,691.3405362,SS,5.655453204258915
4,9c,4.248495242049359,693.041421,SS,5.123773485069889
4,30c,4.30406509320417,518.085088,DS,6.0893192142297545
4,22c,4.343805421853684,589.8841073,DS,5.5982849125709055
4,1c,4.3694478524670215,773.1769584,SS,5.448752581146325
4,10c,4.418840607796598,725.9501134,SS,5.712933806526692
4,40c,4.5217885770490405,753.5880192,DS,5.083953907169008
4,5c,4.553876891600541,791.3650794,SS,3.955523010873997
4,37c,4.574710978503383,546.5464853,DS,5.597651291740265
4,18c,4.605170185988092,783.9523412,SS,6.128474881191933
4,3c,4.634728988229636,800.6928247,SS,4.880192460293082
4,21c,4.663439094112067,797.3815193,DS,5.157185736578945
4,15c,4.709530201312334,811.3429398,SS,6.507688075935565
4,16c,4.727387818712341,563.672954,SS,5.277854421289929
4,19c,4.770684624465665,715.034244,SS,5.80961587848479
4,4c,4.787491742782046,559.4009826,SS,5.784720166327437
4,13c,4.890349128221754,674.4879819,SS,5.3566381601183926
4,25c,4.90527477843843,674.0343915,DS,5.666886789861843
4,27c,4.9344739331306915,696.4517625,DS,5.978143717500138
4,28c,4.969813299576001,704.6816675,DS,4.547710550314813
4,2c,5.003946305945459,767.5021804,SS,5.729235773461195
4,6c,5.0369526024136295,623.0544218,SS,5.602904490020635
4,35c,5.075173815233827,822.5383743,DS,5.114604842807942
4,20c,5.087596335232384,753.5056022,SS,5.22897264745569
4,7c,5.10594547390058,605.4391534,SS,6.017765621527353
40,8c,1.6094379124341003,870.266876,SS,6.0875062774457716
40,14c,2.302585092994046,787.1098294,SS,5.99627048008939
40,17c,2.772588722239781,604.570207,SS,6.018456952171583
40,39c,2.9444389791664403,660.7690465,DS,6.164139726850131
40,24c,3.1780538303479458,903.5293517,DS,5.926171074399508
40,34c,3.258096538021482,959.4527589,DS,6.020525652703561
40,31c,3.367295829986474,668.1356374,DS,6.388457198435585
40,23c,3.4657359027997265,784.1269841,DS,6.35096773778373
40,11c,3.5553480614894135,720.112523,SS,5.904227690154201
40,32c,3.713572066704308,854.8700506,DS,5.818241473299286
40,36c,3.8066624897703196,724.3123373,DS,6.5140235645906595
40,26c,3.8501476017100584,807.2335601,DS,6.0280061939966485
40,33c,3.9889840465642745,720.4006047,DS,6.342614255003876
40,29c,4.143134726391533,790.8341923,DS,5.929171502998797
40,12c,4.204692619390966,691.3405362,SS,6.486073894925011
40,9c,4.248495242049359,693.041421,SS,6.595222981519799
40,30c,4.30406509320417,518.085088,DS,6.529475770948099
40,22c,4.343805421853684,589.8841073,DS,6.552403744664743
40,1c,4.3694478524670215,773.1769584,SS,6.3119924891991985
40,10c,4.418840607796598,725.9501134,SS,6.113916665612628
40,40c,4.5217885770490405,753.5880192,DS,6.703830851425691
40,5c,4.553876891600541,791.3650794,SS,6.405408607092281
40,37c,4.574710978503383,546.5464853,DS,6.185729085071814
40,18c,4.605170185988092,783.9523412,SS,6.180207111704763
40,3c,4.634728988229636,800.6928247,SS,5.889592384510157
40,21c,4.663439094112067,797.3815193,DS,5.874528964761584
40,15c,4.709530201312334,811.3429398,SS,5.277747244803327
40,16c,4.727387818712341,563.672954,SS,6.510085706575148
40,19c,4.770684624465665,715.034244,SS,6.19981522134566
40,4c,4.787491742782046,559.4009826,SS,6.559898483494286
40,13c,4.890349128221754,674.4879819,SS,6.409664883518011
40,25c,4.90527477843843,674.0343915,DS,5.957685401733447
40,27c,4.9344739331306915,696.4517625,DS,6.465948748581523
40,28c,4.969813299576001,704.6816675,DS,6.388359704533079
40,2c,5.003946305945459,767.5021804,SS,6.57889142507232
40,6c,5.0369526024136295,623.0544218,SS,6.218548325521749
40,35c,5.075173815233827,822.5383743,DS,6.465771404173553
40,20c,5.087596335232384,753.5056022,SS,5.964129320887922
40,7c,5.10594547390058,605.4391534,SS,6.459065291737407
44,8c,1.6094379124341003,870.266876,SS,5.8834867203889525
44,14c,2.302585092994046,787.1098294,SS,6.129705768555591
44,17c,2.772588722239781,604.570207,SS,6.075044836308803
44,39c,2.9444389791664403,660.7690465,DS,6.318805938434568
44,24c,3.1780538303479458,903.5293517,DS,6.120607261054818
44,34c,3.258096538021482,959.4527589,DS,6.327445591685561
44,31c,3.367295829986474,668.1356374,DS,6.39650623225196
44,23c,3.4657359027997265,784.1269841,DS,6.2159272279880895
44,11c,3.5553480614894135,720.112523,SS,6.180498938990615
44,32c,3.713572066704308,854.8700506,DS,5.4994075194801475
44,36c,3.8066624897703196,724.3123373,DS,7.395073762208017
44,26c,3.8501476017100584,807.2335601,DS,5.735397414025453
44,33c,3.9889840465642745,720.4006047,DS,6.034193522184452
44,29c,4.143134726391533,790.8341923,DS,6.010997530210296
44,12c,4.204692619390966,691.3405362,SS,5.447495704748737
44,9c,4.248495242049359,693.041421,SS,5.829663007283514
44,30c,4.30406509320417,518.085088,DS,5.742977546455105
44,22c,4.343805421853684,589.8841073,DS,5.591274252677092
44,1c,4.3694478524670215,773.1769584,SS,4.934121352996009
44,10c,4.418840607796598,725.9501134,SS,5.563151654916408
44,40c,4.5217885770490405,753.5880192,DS,5.908713174311014
44,5c,4.553876891600541,791.3650794,SS,5.766240708495811
44,37c,4.574710978503383,546.5464853,DS,5.60818892137207
44,18c,4.605170185988092,783.9523412,SS,5.166572947762859
44,3c,4.634728988229636,800.6928247,SS,5.363838217541609
44,21c,4.663439094112067,797.3815193,DS,5.0802421992481674
44,15c,4.709530201312334,811.3429398,SS,6.429162871549578
44,16c,4.727387818712341,563.672954,SS,5.074942538491423
44,19c,4.770684624465665,715.034244,SS,4.746400614826414
44,4c,4.787491742782046,559.4009826,SS,6.116724008952587
44,13c,4.890349128221754,674.4879819,SS,4.082137019114356
44,25c,4.90527477843843,674.0343915,DS,4.870959348023309
44,27c,4.9344739331306915,696.4517625,DS,5.376125271216219
44,28c,4.969813299576001,704.6816675,DS,5.969484751499922
44,2c,5.003946305945459,767.5021804,SS,4.669177315962384
44,6c,5.0369526024136295,623.0544218,SS,5.658234050365603
44,35c,5.075173815233827,822.5383743,DS,5.814909332958332
44,20c,5.087596335232384,753.5056022,SS,4.904229788181806
44,7c,5.10594547390058,605.4391534,SS,6.968313075036368
48,8c,1.6094379124341003,870.266876,SS,5.815022671063918
48,14c,2.302585092994046,787.1098294,SS,5.660641821902103
48,17c,2.772588722239781,604.570207,SS,5.7647521349792195
48,39c,2.9444389791664403,660.7690465,DS,6.419212863456604
48,24c,3.1780538303479458,903.5293517,DS,5.765667478328209
48,34c,3.258096538021482,959.4527589,DS,5.227105964512496
48,31c,3.367295829986474,668.1356374,DS,5.743198681519854
48,23c,3.4657359027997265,784.1269841,DS,5.386996518693879
48,11c,3.5553480614894135,720.112523,SS,5.726293848284959
48,32c,3.713572066704308,854.8700506,DS,4.87727912421457
48,36c,3.8066624897703196,724.3123373,DS,5.353420892774061
48,26c,3.8501476017100584,807.2335601,DS,5.869327986097333
48,33c,3.9889840465642745,720.4006047,DS,5.692509169057742
48,29c,4.143134726391533,790.8341923,DS,5.778237291414283
48,12c,4.204692619390966,691.3405362,SS,5.718671087149952
48,9c,4.248495242049359,693.041421,SS,5.690916731448747
48,30c,4.30406509320417,518.085088,DS,6.071672625722375
48,22c,4.343805421853684,589.8841073,DS,5.954507469996378
48,1c,4.3694478524670215,773.1769584,SS,5.501441867148208
48,10c,4.418840607796598,725.9501134,SS,5.447465554752504
48,40c,4.5217885770490405,753.5880192,DS,5.759314937724699
48,5c,4.553876891600541,791.3650794,SS,5.973295484817654
48,37c,4.574710978503383,546.5464853,DS,6.250091065667523
48,18c,4.605170185988092,783.9523412,SS,5.4775591858150685
48,3c,4.634728988229636,800.6928247,SS,5.188491339764263
48,21c,4.663439094112067,797.3815193,DS,5.124457905020963
48,15c,4.709530201312334,811.3429398,SS,5.409554580538594
48,16c,4.727387818712341,563.672954,SS,5.6756333117394675
48,19c,4.770684624465665,715.034244,SS,5.810299321505352
48,4c,4.787491742782046,559.4009826,SS,5.877169795308978
48,13c,4.890349128221754,674.4879819,SS,5.605585131002532
48,25c,4.90527477843843,674.0343915,DS,5.713472045441811
48,27c,4.9344739331306915,696.4517625,DS,5.69956358765458
48,28c,4.969813299576001,704.6816675,DS,5.446845124481457
48,2c,5.003946305945459,767.5021804,SS,5.673625626954448
48,6c,5.0369526024136295,623.0544218,SS,5.673773337695864
48,35c,5.075173815233827,822.5383743,DS,5.3472551388704685
48,20c,5.087596335232384,753.5056022,SS,5.28466459009425
48,7c,5.10594547390058,605.4391534,SS,5.6750502973327865
52,8c,1.6094379124341003,870.266876,SS,7.078611357666814
52,14c,2.302585092994046,787.1098294,SS,7.129388890911414
52,17c,2.772588722239781,604.570207,SS,6.955802309953623
52,39c,2.9444389791664403,660.7690465,DS,6.832379580525962
52,24c,3.1780538303479458,903.5293517,DS,6.76023738683757
52,34c,3.258096538021482,959.4527589,DS,6.770913269450813
52,31c,3.367295829986474,668.1356374,DS,7.130126532150891
52,23c,3.4657359027997265,784.1269841,DS,7.0394254405903185
52,11c,3.5553480614894135,720.112523,SS,6.886385564445896
52,32c,3.713572066704308,854.8700506,DS,6.693625976969077
52,36c,3.8066624897703196,724.3123373,DS,7.401484590076717
52,26c,3.8501476017100584,807.2335601,DS,6.671940536128165
52,33c,3.9889840465642745,720.4006047,DS,6.309772813101524
52,29c,4.143134726391533,790.8341923,DS,6.685885915545658
52,12c,4.204692619390966,691.3405362,SS,7.833224955158429
52,9c,4.248495242049359,693.041421,SS,6.958500673299853
52,30c,4.30406509320417,518.085088,DS,7.20768355959416
52,22c,4.343805421853684,589.8841073,DS,6.304644395723808
52,1c,4.3694478524670215,773.1769584,SS,6.67391850844151
52,10c,4.418840607796598,725.9501134,SS,6.7507470201623025
52,40c,4.5217885770490405,753.5880192,DS,7.430402353251714
52,5c,4.553876891600541,791.3650794,SS,6.703048226156508
52,37c,4.574710978503383,546.5464853,DS,7.171406407392624
52,18c,4.605170185988092,783.9523412,SS,6.582947151381776
52,3c,4.634728988229636,800.6928247,SS,6.324939439033426
52,21c,4.663439094112067,797.3815193,DS,6.558861412361971
52,15c,4.709530201312334,811.3429398,SS,6.803552981219826
52,16c,4.727387818712341,563.672954,SS,6.862356158718769
52,19c,4.770684624465665,715.034244,SS,7.25589701846959
52,4c,4.787491742782046,559.4009826,SS,7.0813782794595
52,13c,4.890349128221754,674.4879819,SS,6.433502635446986
